item,itemLabel,latitude,longitude
http://www.wikidata.org/entity/Q21036875,Zollinlandstadion,53.556193,8.57609
http://www.wikidata.org/entity/Q97179740,Q97179740,50.0675,8.545556
http://www.wikidata.org/entity/Q15264044,Olympia-Kunsteisstadion,47.48888889,11.09555556
http://www.wikidata.org/entity/Q65616108,Grüttpark-Stadion,47.626283,7.662256
http://www.wikidata.org/entity/Q2021402,Olympia-Schwimmstadion Berlin,52.5164,13.2392
http://www.wikidata.org/entity/Q1304654,Reitstadion Gera-Milbitz,50.9052,12.0545
http://www.wikidata.org/entity/Q15820659,Jahnstadion,53.5492,13.2605
http://www.wikidata.org/entity/Q23899132,Karl-Knipprath-Stadion,50.925574,6.347212
http://www.wikidata.org/entity/Q912705,Sportplatz Memellandallee,53.5675,9.94111111
http://www.wikidata.org/entity/Q19962311,Erftstadion,50.663365,6.799542
http://www.wikidata.org/entity/Q19965796,Stadion Im Baumhof,51.36637,7.25111
http://www.wikidata.org/entity/Q454085,Deutsches Stadion,52.514722,13.239167
http://www.wikidata.org/entity/Q322258,Chiemgau-Arena,47.7144,12.6475
http://www.wikidata.org/entity/Q23900415,Erich-Martens-Stadion,52.201126,8.555734
http://www.wikidata.org/entity/Q15853436,Waldstadion Gießen,50.585563,8.704363
http://www.wikidata.org/entity/Q115183442,"Stadion ""Ossecker Straße""",50.3117563,11.9000318
http://www.wikidata.org/entity/Q310525,Lanxess Arena,50.93843,6.9829
http://www.wikidata.org/entity/Q2058532,Paul-Greifzu-Stadion (Stralsund),54.3132,13.0539
http://www.wikidata.org/entity/Q29455145,Sömmering-Halle,52.523517,13.305103
http://www.wikidata.org/entity/Q1589623,Hauptstadion Aachen,50.795576,6.094255
http://www.wikidata.org/entity/Q97385319,"Stadion der Stahlwerker ""Ernst Grube""",51.307791,13.285611
http://www.wikidata.org/entity/Q23900413,Viktoria-Kampfbahn,51.619838,7.175737
http://www.wikidata.org/entity/Q64816566,Interior of Stadion am Zoo,51.240228768564,7.1049351726923
http://www.wikidata.org/entity/Q106591350,Vimaria-Stadion,50.98528315812,11.312740660059
http://www.wikidata.org/entity/Q1438766,Motodrom Halbemond,53.5727,7.27025
http://www.wikidata.org/entity/Q473806,Deutsches Stadion,49.422197,11.114142
http://www.wikidata.org/entity/Q1730165,Karl-Weinberger-Stadion,48.7727,12.87
http://www.wikidata.org/entity/Q55686983,Stadion am Panzenberg,53.086666666667,8.7944444444444
http://www.wikidata.org/entity/Q1546947,Wullenstadion,51.446091666667,7.3602666666667
http://www.wikidata.org/entity/Q24188572,Hoheellern-Stadion,53.228888888889,7.4747222222222
http://www.wikidata.org/entity/Q16850786,Stadion im Brötzinger Tal,48.88263889,8.66172222
http://www.wikidata.org/entity/Q467151,OWL Arena,52.063056,8.348889
http://www.wikidata.org/entity/Q7596286,Stadion Alexanderstraße,53.15512,8.21168
